Symbol,%Chg~,Volume~,Price~,"Exp Date",DTE,Strike,Type,Moneyness,Bid,Ask,Mid,Volume,"Open Int","IV Rank",Delta,Theta,"BE (Ask)","%BE (Ask)","ITM Prob","TP Ask","%TP Ask(a)","Static Ann Rtn","Ann Yield to Strike%","Exp B4 Earnings"
NVO,+1.99%,11502305,56.44,2025-09-19,23,57.00,Call,-0.99%,2.06,2.15,2.11,1477,323,32.29%,-0.486611,0.052667,54.29,-3.81%,46.29%,2.15,60.45%,57.92%,57.35%,N/A
PLTR,-2.58%,69507004,156.72,2025-09-19,23,162.50,Call,-3.64%,5.85,5.95,5.9,784,1899,19.70%,-0.424189,0.181462,150.84,-3.79%,39.21%,5.95,60.22%,59.21%,57.13%,N/A
PLTR,-2.58%,69507004,156.72,2025-10-03,37,160.00,Call,-2.05%,9.25,9.45,9.35,1043,425,19.70%,-0.494715,0.149625,147.34,-6.03%,45.18%,9.45,59.46%,58.20%,57.03%,N/A
AMD,+0.31%,35756364,167.13,2025-09-19,23,170.00,Call,-1.72%,6.05,6.15,6.1,2740,12872,15.50%,-0.468657,0.164426,160.98,-3.68%,43.73%,6.15,58.40%,57.45%,56.48%,N/A
AVGO,+0.75%,13609888,300.25,2025-09-19,23,310.00,Call,-3.21%,11,11.8,11.4,394,11183,36.26%,-0.433849,0.340854,288.55,-3.93%,40.27%,11.8,62.35%,58.12%,56.31%,No
AMD,+0.31%,35756364,167.13,2025-09-26,30,167.50,Call,-0.22%,7.6,8.3,7.95,316,1178,15.50%,-0.529052,0.145075,158.83,-4.97%,49.28%,8.3,60.42%,55.33%,55.20%,N/A
PLTR,-2.58%,69507004,156.72,2025-09-26,30,162.50,Call,-3.64%,7,7.2,7.1,327,923,19.70%,-0.442826,0.161388,149.59,-4.59%,40.52%,7.2,55.87%,54.32%,52.41%,N/A
GOOGL,+0.16%,22867966,207.48,2025-09-19,23,207.50,Call,0.00%,6.65,6.75,6.7,449,2556,26.86%,-0.527567,0.151076,200.75,-3.25%,50.00%,6.75,51.62%,52.47%,50.86%,N/A
NVDA,-0.09%,202722438,181.6,2025-09-26,30,185.00,Call,-1.88%,7.7,7.8,7.75,5180,4461,27.35%,-0.475597,0.15965,173.79,-4.30%,44.07%,7.8,52.26%,51.59%,50.64%,No
AMD,+0.31%,35756364,167.13,2025-09-26,30,170.00,Call,-1.72%,7,7.15,7.08,300,1524,15.50%,-0.480341,0.143777,159.98,-4.28%,44.43%,7.15,52.05%,50.96%,50.10%,N/A
NVDA,-0.09%,202722438,181.6,2025-09-19,23,187.50,Call,-3.25%,5.85,5.95,5.9,2645,13970,27.35%,-0.419084,0.183839,175.64,-3.28%,38.93%,5.95,52.00%,51.12%,49.51%,No
CRM,+2.63%,6441252,250.16,2025-09-19,23,260.00,Call,-3.95%,8.05,8.25,8.15,379,4920,64.70%,-0.403281,0.260274,241.86,-3.30%,37.26%,8.25,52.35%,51.08%,49.13%,No
PLTR,-2.58%,69507004,156.72,2025-09-19,23,165.00,Call,-5.24%,4.9,5.05,4.98,3294,13886,19.70%,-0.377428,0.173898,151.74,-3.22%,34.66%,5.05,51.11%,49.60%,47.13%,N/A
AVGO,+0.75%,13609888,300.25,2025-09-19,23,315.00,Call,-4.88%,9.3,9.85,9.58,93,318,36.26%,-0.38323,0.325442,290.5,-3.28%,35.34%,9.85,52.04%,49.14%,46.85%,No
PANW,+1.83%,5964245,187.61,2025-09-19,23,187.50,Call,+0.06%,5.5,5.65,5.58,329,672,9.34%,-0.532817,0.124802,181.97,-3.01%,50.36%,5.53,46.77%,46.52%,46.55%,N/A
META,-0.89%,7993807,747.38,2025-09-19,23,745.00,Call,+0.32%,21.85,22.05,21.95,365,649,2.33%,-0.547529,0.470111,725.33,-2.95%,51.92%,19.67,41.77%,46.40%,46.54%,N/A
AMD,+0.31%,35756364,167.13,2025-09-19,23,172.50,Call,-3.21%,5.05,5.15,5.1,371,2468,15.50%,-0.416095,0.16152,161.98,-3.08%,38.54%,5.15,48.90%,47.95%,46.46%,N/A
NVO,+1.99%,11502305,56.44,2025-09-19,23,58.00,Call,-2.76%,1.68,1.73,1.71,165,1196,32.29%,-0.4199,0.050743,54.71,-3.07%,39.70%,1.73,48.64%,47.24%,45.97%,N/A
NVDA,-0.09%,202722438,181.6,2025-10-03,37,185.00,Call,-1.88%,8.45,8.55,8.5,1838,1240,27.35%,-0.483826,0.14137,173.04,-4.71%,44.51%,8.55,46.45%,45.90%,45.06%,No
PLTR,-2.58%,69507004,156.72,2025-09-26,30,165.00,Call,-5.24%,6.05,6.2,6.13,407,1211,19.70%,-0.402934,0.157881,150.59,-3.95%,36.62%,6.2,48.11%,46.95%,44.61%,N/A
PYPL,-0.76%,8618371,69.65,2025-09-19,23,70.00,Call,-0.50%,1.96,1.99,1.98,1242,8980,5.00%,-0.503028,0.048432,67.66,-2.86%,47.29%,1.99,45.34%,44.66%,44.43%,N/A
NFLX,-0.21%,1649146,1223.5,2025-09-19,23,"1,220.00",Call,+0.29%,34,35.2,34.6,186,1489,8.33%,-0.547578,0.747963,1188.34,-2.88%,51.81%,31.66,41.06%,44.10%,44.23%,Yes
AAPL,+0.51%,29982505,230.49,2025-09-19,23,230.00,Call,+0.23%,6.2,6.35,6.28,6578,39369,16.90%,-0.541423,0.1368,224.19,-2.75%,51.50%,5.81,39.99%,42.68%,42.78%,N/A
PLTR,-2.58%,69507004,156.72,2025-10-03,37,165.00,Call,-5.24%,7.15,7.35,7.25,34,316,19.70%,-0.420475,0.144356,149.44,-4.69%,37.90%,7.35,46.24%,44.99%,42.75%,N/A
AMD,+0.31%,35756364,167.13,2025-10-03,37,170.00,Call,-1.72%,7.3,8.05,7.68,126,486,15.50%,-0.49003,0.130774,159.08,-4.82%,44.99%,8.05,47.52%,43.09%,42.36%,N/A
AMD,+0.31%,35756364,167.13,2025-09-26,30,172.50,Call,-3.21%,6,6.1,6.05,249,798,15.50%,-0.432614,0.141046,161.03,-3.65%,39.72%,6.1,44.41%,43.68%,42.32%,N/A
GOOGL,+0.16%,22867966,207.48,2025-09-19,23,210.00,Call,-1.20%,5.45,5.55,5.5,5723,84465,26.86%,-0.46605,0.148848,201.95,-2.67%,43.87%,5.55,42.45%,43.29%,41.19%,N/A
NVDA,-0.09%,202722438,181.6,2025-09-19,23,190.00,Call,-4.63%,4.9,5,4.95,14300,105641,27.35%,-0.373662,0.176981,176.59,-2.75%,34.49%,5,43.70%,42.82%,40.93%,No
LLY,-0.25%,4309442,734.17,2025-09-19,23,740.00,Call,-0.77%,18.65,19.25,18.95,270,1071,11.13%,-0.48247,0.48868,715.1,-2.62%,45.75%,19.25,41.60%,40.30%,40.00%,N/A
META,-0.89%,7993807,747.38,2025-09-19,23,750.00,Call,-0.35%,18.55,20.1,19.33,1019,4606,2.33%,-0.507414,0.468969,727.28,-2.69%,47.89%,20.1,42.68%,39.39%,39.25%,N/A
PLTR,-2.58%,69507004,156.72,2025-09-19,23,167.50,Call,-6.83%,4.1,4.25,4.18,320,3724,19.70%,-0.334683,0.166663,152.54,-2.71%,30.52%,4.25,43.02%,41.50%,38.84%,N/A
AMD,+0.31%,35756364,167.13,2025-09-19,23,175.00,Call,-4.71%,4.2,4.25,4.23,1893,16000,15.50%,-0.36328,0.153039,162.88,-2.54%,33.41%,4.25,40.36%,39.88%,38.09%,N/A
AVGO,+0.75%,13609888,300.25,2025-09-19,23,320.00,Call,-6.54%,7.6,7.95,7.78,799,18165,36.26%,-0.335505,0.308195,292.4,-2.65%,30.73%,7.95,42.01%,40.16%,37.69%,No
PLTR,-2.58%,69507004,156.72,2025-09-26,30,167.50,Call,-6.83%,5.15,5.35,5.25,118,707,19.70%,-0.360538,0.149173,151.44,-3.41%,32.56%,5.35,41.52%,39.96%,37.41%,N/A
AAPL,+0.51%,29982505,230.49,2025-09-26,30,230.00,Call,+0.23%,7,7.15,7.08,1285,2416,16.90%,-0.544298,0.120997,223.39,-3.10%,51.32%,6.61,34.88%,36.94%,37.03%,N/A
AMZN,+0.18%,20634332,229.12,2025-09-19,23,230.00,Call,-0.38%,5.3,5.4,5.35,6379,28131,2.58%,-0.504688,0.132713,223.73,-2.36%,47.49%,5.4,37.40%,36.71%,36.57%,N/A
LLY,-0.25%,4309442,734.17,2025-09-26,30,740.00,Call,-0.77%,22.2,22.9,22.55,137,1082,11.13%,-0.492522,0.437608,711.45,-3.12%,46.32%,22.9,37.94%,36.78%,36.50%,N/A
DIS,+0.37%,4335060,118.09,2025-09-19,23,118.00,Call,+0.07%,2.71,2.8,2.76,305,696,9.69%,-0.527986,0.060745,115.28,-2.37%,50.49%,2.72,36.56%,36.42%,36.45%,N/A
META,-0.89%,7993807,747.38,2025-09-26,30,750.00,Call,-0.35%,22.3,22.7,22.5,1346,337,2.33%,-0.514566,0.416296,724.68,-3.04%,48.15%,22.7,36.95%,36.30%,36.18%,N/A
NVDA,-0.09%,202722438,181.6,2025-09-26,30,190.00,Call,-4.63%,5.65,5.75,5.7,2935,3677,27.35%,-0.38974,0.150796,175.84,-3.17%,35.66%,5.75,38.53%,37.86%,36.18%,No
NVO,+1.99%,11502305,56.44,2025-09-19,23,59.00,Call,-4.54%,1.34,1.4,1.37,118,941,32.29%,-0.359556,0.049117,55.04,-2.48%,33.75%,1.4,39.36%,37.68%,36.04%,N/A
GOOGL,+0.16%,22867966,207.48,2025-09-26,30,210.00,Call,-1.20%,6.2,6.3,6.25,122,633,26.86%,-0.476502,0.128743,201.2,-3.04%,44.47%,6.3,36.94%,37.58%,35.92%,N/A
PANW,+1.83%,5964245,187.61,2025-09-19,23,190.00,Call,-1.27%,4.25,4.45,4.35,772,11770,9.34%,-0.457024,0.122216,183.17,-2.37%,42.81%,4.45,37.64%,35.95%,35.50%,N/A
AMD,+0.31%,35756364,167.13,2025-09-26,30,175.00,Call,-4.71%,5.05,5.15,5.1,338,1346,15.50%,-0.385644,0.135793,161.98,-3.08%,35.15%,5.15,37.49%,36.76%,35.11%,N/A
GS,+0.10%,1521958,749.67,2025-09-19,23,750.00,Call,-0.10%,16.5,17.9,17.2,490,2004,10.11%,-0.519815,0.390384,731.36,-2.39%,49.30%,17.9,37.91%,43.42%,34.91%,Yes
META,-0.89%,7993807,747.38,2025-09-19,23,755.00,Call,-1.02%,16.5,17.75,17.13,701,1491,2.33%,-0.466709,0.459251,729.63,-2.37%,43.84%,17.75,37.69%,35.04%,34.68%,N/A
NVO,+1.99%,11502305,56.44,2025-09-26,30,59.00,Call,-4.54%,1.67,1.78,1.73,35,336,32.29%,-0.381623,0.043695,54.66,-3.15%,35.59%,1.78,38.37%,36.00%,34.44%,N/A
MS,+0.28%,3326909,149.38,2025-09-19,23,150.00,Call,-0.41%,3.2,3.3,3.25,99,5009,5.88%,-0.490227,0.079502,146.09,-2.21%,47.25%,3.3,35.06%,33.99%,33.86%,Yes
NVDA,-0.09%,202722438,181.6,2025-09-19,23,192.50,Call,-6.01%,4.1,4.2,4.15,2355,6155,27.35%,-0.328896,0.166845,177.39,-2.31%,30.17%,4.2,36.70%,35.83%,33.80%,No
JPM,+0.24%,5987546,299.28,2025-09-19,23,300.00,Call,-0.21%,6.35,6.45,6.4,982,7080,9.15%,-0.504176,0.151278,292.91,-2.15%,48.44%,6.45,34.19%,33.66%,33.59%,Yes
AAPL,+0.51%,29982505,230.49,2025-09-19,23,232.50,Call,-0.85%,4.9,5,4.95,1135,2078,16.90%,-0.471421,0.132933,225.54,-2.17%,44.50%,5,34.42%,33.73%,33.45%,N/A
AAPL,+0.51%,29982505,230.49,2025-10-03,37,230.00,Call,+0.23%,7.75,7.9,7.83,434,319,16.90%,-0.546945,0.108351,222.64,-3.43%,51.21%,7.36,31.49%,33.16%,33.24%,N/A
NVDA,-0.09%,202722438,181.6,2025-10-03,37,190.00,Call,-4.63%,6.4,6.5,6.45,929,692,27.35%,-0.403141,0.133772,175.09,-3.58%,36.62%,6.5,35.31%,34.77%,33.23%,No
AVGO,+0.75%,13609888,300.25,2025-09-26,30,320.00,Call,-6.54%,8.7,8.95,8.83,71,302,36.26%,-0.349046,0.256286,291.4,-2.98%,31.73%,8.95,36.25%,35.24%,33.08%,No
V,-0.24%,5501232,350.35,2025-09-19,23,350.00,Call,+0.10%,7.25,7.5,7.38,74,2510,13.44%,-0.536227,0.167727,342.85,-2.14%,50.81%,7.15,32.39%,32.84%,32.87%,N/A
GOOGL,+0.16%,22867966,207.48,2025-09-19,23,212.50,Call,-2.41%,4.4,4.5,4.45,311,1842,26.86%,-0.405499,0.143575,203,-2.17%,37.90%,4.5,34.42%,35.26%,32.86%,N/A
LLY,-0.25%,4309442,734.17,2025-09-26,30,745.00,Call,-1.45%,19.85,23.75,21.8,37,632,11.13%,-0.464972,0.462217,710.6,-3.23%,43.55%,23.75,39.35%,32.89%,32.42%,N/A
AMZN,+0.18%,20634332,229.12,2025-09-26,30,230.00,Call,-0.38%,6.05,6.3,6.18,275,1433,2.58%,-0.512777,0.118849,222.83,-2.75%,47.81%,6.3,33.45%,32.13%,32.00%,N/A
RTX,+0.17%,2983345,159.84,2025-09-19,23,160.00,Call,-0.11%,3.1,3.25,3.18,140,4620,9.95%,-0.514638,0.073422,156.57,-2.03%,49.08%,3.25,32.27%,30.78%,30.75%,N/A
NFLX,-0.21%,1649146,1223.5,2025-09-19,23,"1,240.00",Call,-1.35%,23.8,24.95,24.38,105,1156,8.33%,-0.444084,0.714425,1198.59,-2.04%,41.49%,24.95,32.36%,30.87%,30.46%,Yes
AMD,+0.31%,35756364,167.13,2025-09-19,23,177.50,Call,-6.20%,3.4,3.5,3.45,121,822,15.50%,-0.31492,0.144324,163.63,-2.09%,28.74%,3.5,33.23%,32.28%,30.40%,N/A
META,-0.89%,7993807,747.38,2025-09-19,23,760.00,Call,-1.69%,14.55,14.7,14.63,290,2502,2.33%,-0.426015,0.446831,732.68,-1.97%,39.82%,14.7,31.21%,30.89%,30.38%,N/A
MSFT,+0.94%,17148434,506.74,2025-09-19,23,507.50,Call,-0.12%,9.65,9.8,9.73,413,863,5.37%,-0.516128,0.233407,497.11,-1.93%,49.02%,9.8,30.68%,30.21%,30.18%,N/A
META,-0.89%,7993807,747.38,2025-09-26,30,755.00,Call,-1.02%,18.65,21.6,20.13,81,317,2.33%,-0.47969,0.414808,725.78,-2.89%,44.68%,21.6,35.16%,30.36%,30.05%,N/A
LLY,-0.25%,4309442,734.17,2025-09-19,23,750.00,Call,-2.13%,14.15,14.95,14.55,1245,3433,11.13%,-0.40792,0.468971,719.4,-2.04%,38.38%,14.95,32.31%,30.58%,29.94%,N/A
CRM,+2.63%,6441252,250.16,2025-09-19,23,270.00,Call,-7.95%,5.05,5.3,5.18,307,4964,64.70%,-0.288577,0.229347,244.81,-2.12%,26.17%,5.3,33.63%,32.04%,29.68%,No
XOM,+1.13%,15246942,112.75,2025-09-19,23,113.00,Call,-0.25%,2.11,2.21,2.16,107,405,5.16%,-0.495496,0.049581,110.51,-1.96%,48.01%,2.21,31.11%,29.71%,29.63%,N/A
JPM,+0.24%,5987546,299.28,2025-09-26,30,300.00,Call,-0.21%,7.3,7.55,7.43,118,911,9.15%,-0.509998,0.134329,291.81,-2.52%,48.64%,7.55,30.68%,29.67%,29.61%,Yes
DIS,+0.37%,4335060,118.09,2025-09-19,23,119.00,Call,-0.78%,2.2,2.28,2.24,62,933,9.69%,-0.467026,0.059907,115.8,-1.93%,44.40%,2.28,30.64%,29.57%,29.34%,N/A
LLY,-0.25%,4309442,734.17,2025-09-26,30,750.00,Call,-2.13%,17.75,18.8,18.28,91,679,11.13%,-0.427751,0.424595,715.55,-2.56%,39.90%,18.8,31.15%,29.41%,28.79%,N/A
NVO,+1.99%,11502305,56.44,2025-09-19,23,60.00,Call,-6.31%,1.07,1.13,1.1,889,9907,32.29%,-0.302391,0.045851,55.31,-2.00%,28.18%,1.13,31.77%,30.09%,28.30%,N/A
NVO,+1.99%,11502305,56.44,2025-09-26,30,60.00,Call,-6.31%,1.39,1.46,1.42,241,819,32.29%,-0.333353,0.042406,54.98,-2.59%,30.85%,1.46,31.47%,29.96%,28.19%,N/A
AMZN,+0.18%,20634332,229.12,2025-09-19,23,232.50,Call,-1.47%,4.1,4.2,4.15,508,2500,2.58%,-0.43133,0.126479,224.93,-1.83%,40.21%,4.2,29.09%,28.40%,27.99%,N/A
NVDA,-0.09%,202722438,181.6,2025-09-19,23,195.00,Call,-7.38%,3.4,3.45,3.43,12085,49107,27.35%,-0.287596,0.156294,178.14,-1.90%,26.21%,3.45,30.15%,29.71%,27.67%,No
AMZN,+0.18%,20634332,229.12,2025-10-03,37,230.00,Call,-0.38%,6.35,7.2,6.78,182,546,2.58%,-0.518927,0.109142,221.93,-3.14%,48.05%,7.2,31.00%,27.34%,27.24%,N/A
RTX,+0.17%,2983345,159.84,2025-09-26,30,160.00,Call,-0.11%,3.55,3.9,3.72,41,460,9.95%,-0.51959,0.067586,155.92,-2.44%,49.23%,3.9,29.69%,27.03%,26.99%,N/A
GS,+0.10%,1521958,749.67,2025-09-19,23,760.00,Call,-1.43%,12.9,13.3,13.1,214,553,10.11%,-0.428732,0.39127,735.96,-1.78%,40.25%,13.3,28.17%,35.79%,26.94%,Yes
PANW,+1.83%,5964245,187.61,2025-09-19,23,192.50,Call,-2.60%,3.25,3.4,3.33,56,1251,9.34%,-0.382274,0.115282,184.22,-1.81%,35.47%,3.4,28.76%,27.49%,26.79%,N/A
XOM,+1.13%,15246942,112.75,2025-09-26,30,113.00,Call,-0.25%,2.46,2.63,2.55,63,473,5.16%,-0.501389,0.046328,110.09,-2.33%,48.36%,2.63,28.39%,26.55%,26.49%,N/A
JPM,+0.24%,5987546,299.28,2025-09-19,23,302.50,Call,-1.05%,5,5.2,5.1,117,614,9.15%,-0.441814,0.144973,294.16,-1.74%,42.23%,5.2,27.57%,26.51%,26.23%,Yes
META,-0.89%,7993807,747.38,2025-09-26,30,760.00,Call,-1.69%,16.35,19.3,17.83,707,1177,2.33%,-0.444013,0.403919,728.08,-2.58%,41.15%,19.3,31.42%,26.62%,26.17%,N/A
MSFT,+0.94%,17148434,506.74,2025-09-19,23,510.00,Call,-0.61%,8.35,8.5,8.43,3327,10349,5.37%,-0.474017,0.227326,498.41,-1.68%,44.81%,8.5,26.61%,26.14%,25.98%,N/A
CAT,+0.33%,1966443,432.67,2025-09-19,23,440.00,Call,-1.57%,7.2,7.55,7.38,171,1423,6.30%,-0.411663,0.230424,425.65,-1.74%,39.64%,7.55,27.66%,26.38%,25.97%,N/A
META,-0.89%,7993807,747.38,2025-09-19,23,765.00,Call,-2.36%,12.5,12.7,12.6,203,1550,2.33%,-0.386113,0.431637,734.68,-1.70%,35.90%,12.7,26.97%,26.54%,25.93%,N/A
GOOGL,+0.16%,22867966,207.48,2025-09-19,23,215.00,Call,-3.61%,3.5,3.6,3.55,1010,23766,26.86%,-0.348268,0.136293,203.9,-1.73%,32.31%,3.6,27.53%,28.37%,25.83%,N/A
AAPL,+0.51%,29982505,230.49,2025-09-19,23,235.00,Call,-1.93%,3.8,3.85,3.83,3019,30141,16.90%,-0.40055,0.12576,226.69,-1.67%,37.50%,3.85,26.50%,26.16%,25.66%,N/A
NVDA,-0.09%,202722438,181.6,2025-09-26,30,195.00,Call,-7.38%,4.1,4.15,4.13,1134,2299,27.35%,-0.309036,0.135944,177.44,-2.29%,27.90%,4.15,27.81%,27.47%,25.58%,No
PYPL,-0.76%,8618371,69.65,2025-09-19,23,72.00,Call,-3.37%,1.15,1.18,1.17,299,338,5.00%,-0.353051,0.044025,68.47,-1.69%,32.54%,1.18,26.89%,26.20%,25.35%,N/A
NFLX,-0.21%,1649146,1223.5,2025-09-19,23,"1,250.00",Call,-2.16%,19.65,20.75,20.2,54,560,8.33%,-0.392564,0.684667,1202.79,-1.70%,36.42%,20.75,26.91%,25.49%,24.95%,Yes
PG,+0.63%,4514756,156.96,2025-09-19,23,157.50,Call,-0.33%,2.46,2.66,2.56,57,556,22.39%,-0.486692,0.06359,154.32,-1.69%,47.04%,2.66,26.89%,24.87%,24.79%,Yes
AMD,+0.31%,35756364,167.13,2025-09-19,23,180.00,Call,-7.70%,2.81,2.86,2.84,3563,21239,15.50%,-0.270554,0.134287,164.27,-1.71%,24.50%,2.86,27.16%,26.68%,24.77%,N/A
CSCO,+0.07%,13699390,68.44,2025-09-19,23,69.00,Call,-0.80%,1.06,1.11,1.09,127,6582,17.04%,-0.450539,0.02934,67.34,-1.62%,43.28%,1.11,25.73%,24.58%,24.38%,N/A
AMD,+0.31%,35756364,167.13,2025-09-26,30,180.00,Call,-7.70%,3.6,3.7,3.65,348,1656,15.50%,-0.302909,0.124598,163.43,-2.21%,27.19%,3.7,26.94%,26.21%,24.33%,N/A
NVDA,-0.09%,202722438,181.6,2025-10-03,37,195.00,Call,-7.38%,4.75,4.8,4.78,826,633,27.35%,-0.327724,0.122922,176.79,-2.64%,29.37%,4.8,26.08%,25.80%,24.03%,No
GOOGL,+0.16%,22867966,207.48,2025-09-26,30,215.00,Call,-3.61%,4.2,4.3,4.25,170,727,26.86%,-0.367748,0.118616,203.2,-2.07%,33.80%,4.3,25.21%,25.86%,23.77%,N/A
MSFT,+0.94%,17148434,506.74,2025-09-26,30,510.00,Call,-0.61%,9.9,10.05,9.98,140,456,5.37%,-0.485793,0.20408,496.86,-1.98%,45.47%,10.05,24.12%,23.76%,23.62%,N/A
AAPL,+0.51%,29982505,230.49,2025-09-26,30,235.00,Call,-1.93%,4.5,4.65,4.58,1302,2290,16.90%,-0.419948,0.112508,225.89,-2.02%,38.95%,4.65,24.54%,23.75%,23.30%,N/A
LLY,-0.25%,4309442,734.17,2025-09-19,23,760.00,Call,-3.49%,11.1,11.45,11.27,591,687,11.13%,-0.336938,0.436132,722.9,-1.56%,31.44%,11.45,24.74%,23.99%,23.18%,N/A
DIS,+0.37%,4335060,118.09,2025-09-19,23,120.00,Call,-1.63%,1.75,1.83,1.79,279,11050,9.69%,-0.40524,0.057053,116.25,-1.55%,38.28%,1.83,24.59%,23.52%,23.14%,N/A
MA,-0.16%,1480422,590.66,2025-09-19,23,595.00,Call,-0.71%,8.65,9,8.83,64,472,8.28%,-0.463188,0.248141,581.82,-1.52%,43.53%,9,24.17%,23.23%,23.07%,N/A
GS,+0.10%,1521958,749.67,2025-09-19,23,765.00,Call,-2.10%,11,11.4,11.2,78,390,10.11%,-0.38563,0.382164,737.86,-1.52%,36.02%,11.4,24.15%,31.77%,22.82%,Yes
XOM,+1.13%,15246942,112.75,2025-09-19,23,114.00,Call,-1.14%,1.62,1.7,1.66,72,360,5.16%,-0.423214,0.047488,111.02,-1.51%,40.81%,1.7,23.93%,22.81%,22.55%,N/A
GOOGL,+0.16%,22867966,207.48,2025-10-03,37,215.00,Call,-3.61%,4.9,5,4.95,98,331,26.86%,-0.38508,0.108036,202.5,-2.41%,35.15%,5,23.77%,24.29%,22.48%,N/A
HD,+0.17%,2470293,408.24,2025-09-19,23,410.00,Call,-0.43%,5.8,6.05,5.93,89,6542,4.21%,-0.477617,0.151739,402.18,-1.48%,45.69%,6.05,23.52%,31.49%,22.45%,N/A
META,-0.89%,7993807,747.38,2025-09-19,23,770.00,Call,-3.03%,10.65,10.9,10.78,228,4263,2.33%,-0.347462,0.413341,736.48,-1.46%,32.14%,10.9,23.14%,22.61%,21.95%,N/A
PYPL,-0.76%,8618371,69.65,2025-09-19,23,72.50,Call,-4.09%,1,1.03,1.02,237,11839,5.00%,-0.320152,0.04254,68.62,-1.48%,29.36%,1.03,23.47%,22.78%,21.89%,N/A
JNJ,+0.17%,5946585,176.79,2025-09-19,23,177.50,Call,-0.42%,2.42,2.52,2.47,123,1929,9.87%,-0.474359,0.0614,174.24,-1.43%,45.65%,2.52,22.62%,21.73%,21.64%,Yes
META,-0.89%,7993807,747.38,2025-09-26,30,770.00,Call,-3.03%,13.55,13.75,13.65,71,300,2.33%,-0.373713,0.377443,733.63,-1.84%,34.27%,13.75,22.38%,22.06%,21.41%,N/A
MS,+0.28%,3326909,149.38,2025-09-19,23,152.50,Call,-2.08%,2.04,2.09,2.07,43,751,5.88%,-0.371812,0.070433,147.3,-1.40%,35.53%,2.09,22.20%,21.67%,21.23%,Yes
V,-0.24%,5501232,350.35,2025-09-19,23,355.00,Call,-1.33%,4.7,4.9,4.8,53,2322,13.44%,-0.41646,0.152322,345.45,-1.40%,38.85%,4.9,22.20%,21.29%,21.01%,N/A
